leet_links
https://leetcode.com/problems/binary-search
https://leetcode.com/problems/first-bad-version
https://leetcode.com/problems/search-insert-position
https://leetcode.com/problems/squares-of-a-sorted-array
https://leetcode.com/problems/rotate-array
https://leetcode.com/problems/move-zeroes
https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
https://leetcode.com/problems/reverse-string
https://leetcode.com/problems/reverse-words-in-a-string-iii
https://leetcode.com/problems/middle-of-the-linked-list
https://leetcode.com/problems/remove-nth-node-from-end-of-list
https://leetcode.com/problems/longest-substring-without-repeating-characters
https://leetcode.com/problems/permutation-in-string
https://leetcode.com/problems/flood-fill
https://leetcode.com/problems/max-area-of-island
https://leetcode.com/problems/merge-two-binary-trees
https://leetcode.com/problems/populating-next-right-pointers-in-each-node
https://leetcode.com/problems/01-matrix
https://leetcode.com/problems/rotting-oranges
https://leetcode.com/problems/merge-two-sorted-lists
https://leetcode.com/problems/reverse-linked-list
https://leetcode.com/problems/combinations
https://leetcode.com/problems/permutations
https://leetcode.com/problems/letter-case-permutation
https://leetcode.com/problems/climbing-stairs
https://leetcode.com/problems/house-robber
https://leetcode.com/problems/triangle
https://leetcode.com/problems/power-of-two
https://leetcode.com/problems/number-of-1-bits
https://leetcode.com/problems/reverse-bits
https://leetcode.com/problems/single-number
